"Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
18,"I do not use a streaming service.",1,"Yes","No","No","Classical","No","No",120,"3","3","2","2","2","3","3","2","2","4","1","2","2","2","2","2",2,0,0,5,"No effect"
18,"I do not use a streaming service.",1,"No","Yes","No","Classical","No","No",117,"4","1","3","1","1","3","2","1","1","1","1","3","1","2","1","2",7,0,0,0,"No effect"
18,"Spotify",4,"Yes","No","No","R&B","No","No",109.860889943626,"1","2","1","1","1","4","1","1","1","4","1","3","4","3","1","1",8,0,0,2,"No effect"
20,"Spotify",6,"Yes","No","No","R&B","Yes","Yes",89,"2","1","1","2","1","3","1","3","3","3","1","4","4","4","1","2",4,1,1,0,"Improve"
19,"Spotify",3,"Yes","No","No","Hip hop","Yes","No",115,"3","1","2","1","1","4","2","2","1","3","1","4","4","4","1","2",3,8,0,2,"Improve"
17,"Spotify",4,"Yes","No","No","Hip hop","Yes","No",144,"3","1","1","1","1","4","1","1","1","4","1","3","1","4","1","1",7,0,2,2,"Improve"
23,"Spotify",4,"Yes","No","No","Video game music","Yes","Yes",105,"2","2","4","2","2","2","2","2","1","4","3","3","3","3","3","4",10,8,10,0,"Improve"
18,"YouTube Music",1,"Yes","Yes","Yes","Pop","Yes","No",114,"1","2","1","3","2","2","1","3","1","3","1","4","2","3","3","1",7,1,1,1,"Improve"
19,"Spotify",2,"Yes","Yes","No","Pop","Yes","Yes",145,"2","1","3","1","1","1","1","3","1","1","2","4","1","2","3","3",5,9,1,7,"No effect"
89,"Spotify",24,"Yes","Yes","Yes","Rap","No","No",143,"1","1","2","2","1","4","3","1","1","2","2","2","3","4","2","1",0,0,0,0,"No effect"
20,"Spotify",5,"Yes","Yes","Yes","R&B","Yes","Yes",128,"4","3","1","3","1","4","2","4","4","4","1","4","4","4","4","3",10,6,3,8,"Improve"
16,"Spotify",3,"No","Yes","No","Rock","Yes","Yes",90,"2","1","1","2","1","3","3","1","3","1","1","1","3","3","4","1",7,3.5,3.5,5.5,"Improve"
17,"Spotify",4,"Yes","Yes","Yes","Country","Yes","Yes",110,"3","4","1","1","1","2","3","4","2","3","1","4","2","2","3","1",2,0,0,2,"Improve"
16,"Spotify",9,"Yes","No","No","Metal","No","Yes",130,"2","1","1","2","1","1","1","2","2","1","4","3","2","2","4","1",10,10,10,8,"Improve"
20,"YouTube Music",1,"Yes","No","No","Pop","No","Yes",114.680196924922,"3","2","2","2","2","3","2","1","1","2","2","4","2","3","2","4",8,9,6,5,"Worsen"
30,"YouTube Music",1,"Yes","Yes","No","Rock","Yes","Yes",115,"3","2","2","2","2","2","2","3","1","3","3","4","2","2","4","3",9,7,8,4,"Improve"
37,"Spotify",2,"Yes","No","No","Folk","Yes","No",186,"3","3","1","3","1","2","3","1","1","1","2","3","2","2","3","3",6,4,5,0,"Improve"
44,"YouTube Music",1.5,"No","No","No","Folk","No","No",99,"2","4","1","4","2","3","1","1","1","1","1","2","2","3","3","1",8,5,9,4,"Improve"
21,"Spotify",2,"Yes","Yes","No","Metal","Yes","Yes",150,"1","2","2","1","1","1","1","1","1","1","4","2","1","3","4","2",3,7,0,0,"Improve"
19,"Spotify",4,"Yes","Yes","No","Pop","Yes","No",149,"3","3","1","2","1","1","1","1","1","3","1","4","1","1","1","1",9,1,0,9,"Improve"
23,"Spotify",1,"Yes","Yes","No","Rock","Yes","Yes",142.120302783507,"2","2","3","3","1","3","2","2","1","3","3","4","3","3","4","4",8,6,1,4,"Improve"
26,"Spotify",1,"No","No","No","Country","Yes","No",120,"3","4","3","2","1","2","1","1","1","1","2","3","1","1","3","2",4,1,1,6,"Improve"
18,"Spotify",3,"Yes","No","No","Video game music","Yes","Yes",140,"3","1","1","1","1","2","3","1","1","2","2","2","2","2","3","4",6,5,3,1,"No effect"
35,"Spotify",4,"Yes","Yes","Yes","Hip hop","Yes","No",90,"3","2","2","3","1","4","4","1","3","4","2","4","4","4","3","4",7,8,6,5,"Improve"
16,"Spotify",8,"Yes","Yes","Yes","Rock","Yes","No",120,"4","1","2","3","1","1","2","2","2","2","2","3","2","1","4","3",8,9,5,10,"Improve"
19,"Spotify",5,"Yes","No","No","Metal","Yes","Yes",210,"1","1","4","1","1","2","1","1","1","1","4","2","1","2","4","3",8,6,7,0,"Improve"
23,"I do not use a streaming service.",3,"Yes","No","No","Rock","No","No",115.456045319965,"1","1","1","2","1","1","3","1","1","2","1","3","2","1","4","1",10,5,2,0,"Improve"
17,"YouTube Music",8,"Yes","No","No","Pop","Yes","Yes",95,"2","1","4","1","1","3","2","1","1","4","1","4","1","2","2","4",5,2,4,7,"No effect"
29,"Apple Music",1,"No","No","No","Country","Yes","No",163,"3","4","1","3","3","3","2","1","2","1","2","3","2","2","4","1",9,3,2,0,"No effect"
21,"Spotify",4,"Yes","Yes","Yes","Pop","No","No",97,"2","3","1","3","3","2","3","1","1","1","1","3","3","2","3","1",4,6,3,4,"Improve"
17,"Spotify",1,"No","No","No","Metal","Yes","Yes",137,"3","1","1","2","1","2","2","2","3","2","4","3","1","2","4","2",9,8,4,0,"Improve"
23,"Spotify",2,"No","No","No","Rock","Yes","Yes",135.828810539486,"2","1","2","2","1","3","1","2","2","2","4","3","3","3","4","1",5,7,10,2,"No effect"
17,"Spotify",1,"Yes","Yes","No","Metal","Yes","Yes",70,"2","1","2","3","1","1","1","1","4","4","4","3","1","1","4","4",8,3,9,2,"No effect"
22,"Spotify",3,"Yes","No","No","Video game music","Yes","Yes",150,"2","2","3","3","1","2","3","2","2","2","3","4","2","2","3","4",10,10,6,8,"Improve"
17,"Spotify",5,"Yes","No","No","Hip hop","Yes","No",168,"2","3","4","1","3","4","1","3","1","3","2","4","4","4","2","2",7,7,5,5,"Improve"
19,"Spotify",5,"Yes","Yes","No","Pop","Yes","Yes",163,"4","3","2","1","2","2","2","4","3","4","2","4","2","2","3","2",10,8,1,0,"Improve"
19,"Spotify",4,"Yes","No","No","Pop","Yes","Yes",140,"3","2","3","1","1","3","3","2","2","3","3","4","3","3","3","3",8,6,2,0,"Improve"
16,"Spotify",6,"Yes","No","No","Pop","Yes","Yes",105,"2","2","3","2","1","4","3","4","4","2","1","4","4","4","1","1",10,7,6,10,"Improve"
19,"Spotify",6,"Yes","No","No","Pop","Yes","Yes",78,"2","2","2","1","1","3","3","3","2","3","1","4","2","2","2","3",6,6,8,0,"Improve"
13,"Spotify",1,"Yes","No","No","Video game music","Yes","No",128,"2","3","1","2","1","4","2","2","2","4","4","4","1","3","3","4",10,10,8,4,"Worsen"
18,"Apple Music",18,"Yes","No","No","EDM","Yes","No",90,"3","2","4","1","2","3","3","1","1","3","3","2","3","3","3","3",9,8,5,10,"Improve"
26,"YouTube Music",1,"Yes","No","No","Metal","Yes","Yes",136,"3","2","3","4","1","1","2","1","1","2","4","2","1","1","1","2",0,0,0,0,"No effect"
14,"Other streaming service",7,"Yes","Yes","No","Country","Yes","No",108,"2","4","3","3","4","3","1","1","1","2","3","4","3","3","4","2",7,3,1,2,"Improve"
21,"I do not use a streaming service.",0.5,"No","No","No","Pop","Yes","No",95,"1","2","3","1","1","3","2","3","1","4","1","4","3","3","4","1",6,2,2,0,"Improve"
21,"Spotify",2,"Yes","No","No","R&B","Yes","Yes",147,"3","1","3","2","1","1","3","4","1","3","2","3","4","3","3","3",7,6,4,6,"Improve"
17,"Spotify",2,"Yes","Yes","No","Rock","Yes","Yes",120,"4","2","1","3","1","3","2","1","3","2","2","4","1","2","4","1",7,6,0,9,"Improve"
18,"Spotify",1,"Yes","Yes","No","Pop","Yes","Yes",160,"2","2","1","1","1","1","2","1","1","2","1","4","1","1","3","3",3,2,2,5,"Improve"
19,"Other streaming service",6,"Yes","No","Yes","Rap","Yes","No",120,"2","3","3","2","2","4","2","2","2","3","2","3","3","3","2","2",2,2,2,2,"Improve"
19,"Spotify",5,"Yes","Yes","No","Classical","No","No",170,"4","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3",2,3,2,1,"Improve"
29,"YouTube Music",2,"Yes","No","No","Hip hop","Yes","Yes",98,"3","2","4","3","2","4","4","3","1","2","1","3","4","4","4","2",2,2,2,5,"Improve"
